entry_time,exit_time,direction,entry_price,exit_price,entry_underlying,exit_underlying,pnl,exit_reason,strike,confidence,reason,0dte_permission,theoretical_entry_price,theoretical_exit_price,commissions,risk,r_multiple,entry_hour,entry_minute,entry_time_of_day,date
2024-04-15 10:00:00-04:00,2024-04-15 10:35:00-04:00,SHORT,2.1686352006620724,4.040547777756842,514.565,511.655,187.191257709477,TP,515.0,HIGH,Bearish trend; Micro trend down; Price below VWAP; Negative 5-bar return; High quality trading window,FAVORABLE,,,,216.86352006620723,0.8631754093649708,10,0,600,2024-04-15
2024-04-15 10:40:00-04:00,2024-04-15 13:15:00-04:00,SHORT,2.2956996264087217,4.428494842962209,512.095,508.735,213.27952165534873,TP,513.0,HIGH,Bearish trend; Micro trend down; Price below VWAP; Negative 5-bar return; High quality trading window,FAVORABLE,,,,229.56996264087218,0.9290393185670923,10,40,640,2024-04-15
2024-04-15 13:30:00-04:00,2024-04-15 15:15:00-04:00,SHORT,1.6765483728466934,3.309652079214832,506.18,503.71,162.06037063681384,TP,507.0,HIGH,Bearish trend; Micro trend down; Price below VWAP; Negative 5-bar return; High quality trading window,FAVORABLE,1.7665543152064629,3.3063457334813506,1.25,167.65483728466936,0.966631045435591,13,30,810,2024-04-15
2024-04-25 10:00:00-04:00,2024-04-25 11:20:00-04:00,SHORT,1.895929444095584,1.0678893952990904,497.83,499.465,-82.80400487964937,SL,498.0,HIGH,Bearish trend; Micro trend down; Price below VWAP; Negative 5-bar return; High quality trading window,FAVORABLE,,,,189.5929444095584,-0.4367462361931374,10,0,600,2024-04-25
2024-04-25 13:30:00-04:00,2024-04-25 15:30:00-04:00,LONG,1.8861780935098176,2.841632052728603,501.905,503.825,94.29539592187854,EOD,501.0,HIGH,Micro trend up; Price above VWAP; Positive 5-bar return; High quality trading window; 0DTE FAVORABLE (volatile),FAVORABLE,1.7945655235334357,2.844476529257861,1.25,188.61780935098176,0.49992838028572795,13,30,810,2024-04-25
2024-05-01 10:00:00-04:00,2024-05-01 13:30:00-04:00,SHORT,2.0759257371376614,1.2027874272692998,500.375,501.02,-87.31383098683617,SL,501.0,HIGH,Bearish trend; Micro trend down; Price below VWAP; Negative 5-bar return; High quality trading window,FAVORABLE,,,,207.59257371376614,-0.42060190027426836,10,0,600,2024-05-01
2024-05-01 14:25:00-04:00,2024-05-01 14:40:00-04:00,LONG,1.1119171205660694,3.7058689686497437,503.125,506.64,258.1451848083674,TP,503.0,HIGH,Micro trend up; Price above VWAP; Positive 5-bar return; Afternoon breakout window - boosted confidence; 0DTE FAVORABLE (volatile),FAVORABLE,1.0579107754779216,3.7095785471969407,1.25,111.19171205660695,2.321622538530097,14,25,865,2024-05-01
2024-07-24 10:00:00-04:00,2024-07-24 14:40:00-04:00,SHORT,2.2414517724451177,4.338177818499919,546.27,542.68,208.42260460548016,TP,547.0,HIGH,Bearish trend; Micro trend down; Price below VWAP; Negative 5-bar return; High quality trading window,FAVORABLE,2.3617847030663484,4.333843974525394,1.25,224.14517724451179,0.9298554051784017,10,0,600,2024-07-24
2024-07-25 10:00:00-04:00,2024-07-25 10:40:00-04:00,SHORT,2.4333593295737543,1.2684709707647244,538.58,541.305,-116.488835880903,SL,539.0,HIGH,Bearish trend; Micro trend down; Price below VWAP; Negative 5-bar return; High quality trading window,FAVORABLE,,,,243.33593295737543,-0.4787161290367587,10,0,600,2024-07-25
2024-07-25 10:55:00-04:00,2024-07-25 13:00:00-04:00,LONG,2.8213788274710936,5.078664643717104,542.8,546.75,225.72858162460108,TP,542.0,HIGH,Micro trend up; Price above VWAP; Positive 5-bar return; High quality trading window; 0DTE FAVORABLE (volatile),FAVORABLE,,,,282.13788274710936,0.8000647748070399,10,55,655,2024-07-25
2024-07-30 10:00:00-04:00,2024-07-30 11:00:00-04:00,SHORT,2.3775320186159687,4.597263438560049,545.31,541.93,221.973141994408,TP,546.0,HIGH,Bearish trend; Micro trend down; Price below VWAP; Negative 5-bar return; High quality trading window,FAVORABLE,,,,237.75320186159686,0.9336284022943467,10,0,600,2024-07-30
2024-07-30 11:00:00-04:00,2024-07-30 12:55:00-04:00,SHORT,1.8842331359080113,3.482933091644327,541.93,538.97,159.86999557363154,TP,542.0,HIGH,Bearish trend; Micro trend down; Price below VWAP; Negative 5-bar return; High quality trading window,FAVORABLE,,,,188.42331359080114,0.8484618624254808,11,0,660,2024-07-30
2024-07-30 13:30:00-04:00,2024-07-30 14:05:00-04:00,SHORT,1.7293021321755628,0.9614556585197533,540.19,541.55,-76.78464736558095,SL,541.0,HIGH,Bearish trend; Micro trend down; Price below VWAP; High quality trading window; 0DTE FAVORABLE (volatile),FAVORABLE,,,,172.9302132175563,-0.44402100672241346,13,30,810,2024-07-30
2024-08-01 10:00:00-04:00,2024-08-01 10:25:00-04:00,SHORT,2.3568352379292206,4.743638545442479,553.3,549.815,238.6803307513259,TP,554.0,HIGH,Bearish trend; Price below VWAP; Negative 5-bar return; High quality trading window; 0DTE FAVORABLE (volatile),FAVORABLE,,,,235.68352379292205,1.0127153859131746,10,0,600,2024-08-01
2024-08-01 10:25:00-04:00,2024-08-01 11:00:00-04:00,SHORT,2.0171852954259593,4.35763939526538,549.815,546.2,234.0454099839421,TP,550.0,HIGH,Bearish trend; Micro trend down; Price below VWAP; Negative 5-bar return; High quality trading window,FAVORABLE,,,,201.71852954259592,1.1602573671077643,10,25,625,2024-08-01
2024-08-01 11:00:00-04:00,2024-08-01 13:05:00-04:00,SHORT,2.2164325378902334,4.473412744575285,546.2,542.72,225.69802066850514,TP,547.0,HIGH,Bearish trend; Micro trend down; Price below VWAP; Negative 5-bar return; High quality trading window,FAVORABLE,,,,221.64325378902333,1.018294113672151,11,0,660,2024-08-01
2024-08-01 13:30:00-04:00,2024-08-01 14:30:00-04:00,SHORT,1.2905253464726791,2.388684016634302,541.98,539.925,108.56586701616229,TP,542.0,HIGH,Bearish trend; Micro trend down; Price below VWAP; Negative 5-bar return; High quality trading window,FAVORABLE,1.3598075406698058,2.3862977189153867,1.25,129.05253464726792,0.8412532718779937,13,30,810,2024-08-01
2024-08-02 10:00:00-04:00,2024-08-02 10:10:00-04:00,SHORT,2.539888253806004,5.091478381956904,533.85,529.89,255.15901281508997,TP,534.0,HIGH,Bearish trend; Price below VWAP; Negative 5-bar return; High quality trading window; 0DTE FAVORABLE (volatile); High IV (elevated volatility),FAVORABLE,,,,253.98882538060042,1.0046072398371702,10,0,600,2024-08-02
2024-08-02 10:10:00-04:00,2024-08-02 11:40:00-04:00,SHORT,2.468723336547281,1.3610399743215282,529.89,531.98,-110.76833622257527,SL,530.0,HIGH,Bearish trend; Micro trend down; Price below VWAP; Negative 5-bar return; High quality trading window; High IV (elevated volatility),FAVORABLE,,,,246.8723336547281,-0.44868671423300993,10,10,610,2024-08-02
2024-08-02 13:45:00-04:00,2024-08-02 14:25:00-04:00,SHORT,1.9965189586155376,0.9967955512106244,530.06,531.76,-99.97234074049133,SL,531.0,HIGH,Bearish trend; Micro trend down; Price below VWAP; Negative 5-bar return; Afternoon transition (1:45-2:15) - reduced confidence; 0DTE FAVORABLE (volatile); High IV (elevated volatility),FAVORABLE,,,,199.65189586155375,-0.5007332402684319,13,45,825,2024-08-02
2024-08-05 10:00:00-04:00,2024-08-05 10:20:00-04:00,LONG,3.371376325228118,1.6785462388122596,519.45,516.18,-169.28300864158584,SL,519.0,HIGH,Micro trend up; Price above VWAP; Positive 5-bar return; High quality trading window; 0DTE FAVORABLE (volatile); High IV (elevated volatility),FAVORABLE,,,,337.13763252281177,-0.5021184000576727,10,0,600,2024-08-05
2024-08-05 10:25:00-04:00,2024-08-05 10:50:00-04:00,SHORT,2.7776033257080748,1.178874430018567,514.68,518.88,-159.87288956895077,SL,515.0,HIGH,Bearish trend; Price below VWAP; Negative 5-bar return; High quality trading window; 0DTE FAVORABLE (volatile); High IV (elevated volatility),FAVORABLE,,,,277.76033257080746,-0.5755785503612022,10,25,625,2024-08-05
2024-08-06 10:00:00-04:00,2024-08-06 15:30:00-04:00,LONG,4.89900516603682,4.694626245441752,522.71,526.6,-21.68789205950679,EOD,522.0,HIGH,Micro trend up; Price above VWAP; Positive 5-bar return; High quality trading window; 0DTE FAVORABLE (volatile); High IV (elevated volatility),FAVORABLE,4.66105814760175,4.699325571012764,1.25,489.900516603682,-0.04426999222181222,10,0,600,2024-08-06
2024-08-07 10:00:00-04:00,2024-08-07 11:40:00-04:00,LONG,3.4960094659842387,2.0955806817981966,530.22,528.65,-140.0428784186042,SL,530.0,HIGH,Micro trend up; Price above VWAP; Positive 5-bar return; High quality trading window; 0DTE FAVORABLE (volatile); High IV (elevated volatility),FAVORABLE,,,,349.6009465984239,-0.4005792312097692,10,0,600,2024-08-07
2024-08-07 13:30:00-04:00,2024-08-07 14:05:00-04:00,SHORT,2.2276280270389273,4.367537919581878,524.35,521.065,213.99098925429504,TP,525.0,HIGH,Bearish trend; Micro trend down; Price below VWAP; High quality trading window; 0DTE FAVORABLE (volatile); High IV (elevated volatility),FAVORABLE,,,,222.76280270389273,0.9606226293477839,13,30,810,2024-08-07
2024-08-07 14:05:00-04:00,2024-08-07 15:30:00-04:00,SHORT,2.1388521281471884,1.521084237094258,521.065,520.945,-63.02678910529303,EOD,522.0,HIGH,Bearish trend; Micro trend down; Price below VWAP; Negative 5-bar return; Afternoon transition (1:45-2:15) - reduced confidence; 0DTE FAVORABLE (volatile); High IV (elevated volatility),FAVORABLE,2.2536769697562704,1.5195646724218363,1.25,213.88521281471884,-0.29467576685579894,14,5,845,2024-08-07
2024-08-08 10:00:00-04:00,2024-08-08 15:30:00-04:00,LONG,3.9767620977247806,3.113460167988135,526.275,528.94,-87.58019297366458,EOD,526.0,HIGH,Micro trend up; Price above VWAP; Positive 5-bar return; High quality trading window; 0DTE FAVORABLE (volatile); High IV (elevated volatility),FAVORABLE,3.783608865158442,3.1165767447328676,1.25,397.67620977247805,-0.22022990267326203,10,0,600,2024-08-08
2024-09-03 10:00:00-04:00,2024-09-03 14:00:00-04:00,SHORT,2.2948058324683784,4.558177947945069,557.34,553.51,226.33721154766903,TP,558.0,HIGH,Micro trend down; Price below VWAP; Negative 5-bar return; High quality trading window; 0DTE FAVORABLE (volatile),FAVORABLE,,,,229.48058324683785,0.9863022323950271,10,0,600,2024-09-03
2024-09-03 14:15:00-04:00,2024-09-03 15:30:00-04:00,SHORT,1.4976686888413018,1.9014826937232514,553.18,552.18,39.13140048819496,EOD,554.0,HIGH,Micro trend down; Price below VWAP; Negative 5-bar return; Afternoon breakout window - boosted confidence; 0DTE FAVORABLE (volatile),FAVORABLE,1.5780714281031578,1.8995831106126388,1.25,149.7668688841302,0.26128208982234696,14,15,855,2024-09-03
2024-09-06 10:00:00-04:00,2024-09-06 10:40:00-04:00,SHORT,2.876677320139666,6.174275048961647,547.665,542.6,329.7597728821981,TP,548.0,HIGH,Bearish trend; Micro trend down; Price below VWAP; Negative 5-bar return; High quality trading window; High IV (elevated volatility),FAVORABLE,,,,287.6677320139666,1.1463217322761383,10,0,600,2024-09-06
2024-09-06 10:40:00-04:00,2024-09-06 15:30:00-04:00,SHORT,2.73227042988322,2.245367044110234,542.6,540.925,-49.94033857729859,EOD,543.0,HIGH,Bearish trend; Micro trend down; Price below VWAP; Negative 5-bar return; High quality trading window; High IV (elevated volatility),FAVORABLE,2.878953089808988,2.243123920190044,1.25,273.227042988322,-0.18277963275924006,10,40,640,2024-09-06
2024-09-11 10:00:00-04:00,2024-09-11 10:30:00-04:00,SHORT,2.74575629920773,5.133734551351779,544.255,540.66,238.79782521440492,TP,545.0,HIGH,Bearish trend; Micro trend down; Price below VWAP; Negative 5-bar return; High quality trading window,FAVORABLE,,,,274.575629920773,0.8696978143446615,10,0,600,2024-09-11
2024-09-11 10:30:00-04:00,2024-09-11 11:30:00-04:00,SHORT,2.4275254614487363,1.4332171353633498,540.66,542.685,-99.43083260853865,SL,541.0,HIGH,Bearish trend; Micro trend down; Price below VWAP; Negative 5-bar return; High quality trading window,FAVORABLE,,,,242.75254614487363,-0.4095974859485048,10,30,630,2024-09-11
2024-09-11 13:30:00-04:00,2024-09-11 14:40:00-04:00,LONG,1.8352902148398793,3.491793280939605,549.13,552.255,164.40030660997255,TP,549.0,HIGH,Micro trend up; Price above VWAP; Positive 5-bar return; High quality trading window; 0DTE FAVORABLE (volatile),FAVORABLE,1.7461492934112357,3.495288569509114,1.25,183.52902148398792,0.8957728062878368,13,30,810,2024-09-11
2024-12-18 10:00:00-05:00,2024-12-18 14:00:00-05:00,LONG,2.9321465592024105,1.24833062488824,604.87,603.84,-168.38159343141706,SL,604.0,HIGH,Micro trend up; Price above VWAP; Positive 5-bar return; High quality trading window; 0DTE FAVORABLE (volatile),FAVORABLE,,,,293.21465592024106,-0.5742604949365815,10,0,600,2024-12-18
2024-12-20 10:05:00-05:00,2024-12-20 10:40:00-05:00,LONG,4.13077088092578,7.537569490380179,582.97,588.515,340.6798609454398,TP,582.0,HIGH,Micro trend up; Price above VWAP; Positive 5-bar return; High quality trading window; 0DTE FAVORABLE (volatile); High IV (elevated volatility),FAVORABLE,,,,413.07708809257804,0.8247367640712314,10,5,605,2024-12-20
2024-12-20 10:40:00-05:00,2024-12-20 11:35:00-05:00,LONG,3.72265396258678,7.175844893267936,588.515,594.305,345.3190930681156,TP,588.0,HIGH,Micro trend up; Price above VWAP; Positive 5-bar return; High quality trading window; 0DTE FAVORABLE (volatile); High IV (elevated volatility),FAVORABLE,,,,372.265396258678,0.9276153425449244,10,40,640,2024-12-20
2024-12-20 11:35:00-05:00,2024-12-20 13:15:00-05:00,LONG,3.324858033353489,1.94818163103173,594.305,593.12,-137.66764023217593,SL,594.0,HIGH,Micro trend up; Price above VWAP; Positive 5-bar return; High quality trading window; 0DTE FAVORABLE (volatile); High IV (elevated volatility),FAVORABLE,,,,332.4858033353489,-0.41405569456246166,11,35,695,2024-12-20
2025-01-02 10:00:00-05:00,2025-01-02 10:20:00-05:00,LONG,2.7035049266839692,1.4031045796962474,590.14,587.61,-130.0400346987722,SL,590.0,HIGH,Micro trend up; Price above VWAP; Positive 5-bar return; High quality trading window; 0DTE FAVORABLE (volatile),FAVORABLE,,,,270.3504926683969,-0.4810053549940264,10,0,600,2025-01-02
2025-01-02 10:20:00-05:00,2025-01-02 12:30:00-05:00,SHORT,2.3970669011889822,4.718900976507825,587.61,583.68,232.1834075318843,TP,588.0,HIGH,Bearish trend; Price below VWAP; Negative 5-bar return; High quality trading window; 0DTE FAVORABLE (volatile),FAVORABLE,,,,239.70669011889822,0.9686146323939384,10,20,620,2025-01-02
2025-01-02 13:30:00-05:00,2025-01-02 14:15:00-05:00,SHORT,1.9352600993580416,1.117126114523046,581.08,582.37,-81.81339848349955,SL,582.0,HIGH,Bearish trend; Micro trend down; Price below VWAP; Negative 5-bar return; High quality trading window,FAVORABLE,,,,193.52600993580415,-0.42275143537883325,13,30,810,2025-01-02
2025-01-07 10:00:00-05:00,2025-01-07 12:45:00-05:00,SHORT,2.3299123257908816,4.3686368308068495,593.72,590.01,203.8724505015968,TP,594.0,HIGH,Bearish trend; Micro trend down; Price below VWAP; Negative 5-bar return; High quality trading window,FAVORABLE,,,,232.99123257908815,0.8750219836379162,10,0,600,2025-01-07
2025-01-07 13:35:00-05:00,2025-01-07 15:10:00-05:00,SHORT,1.678871822773192,3.210488924572545,591.44,588.855,151.91171017993528,TP,592.0,HIGH,Bearish trend; Price below VWAP; Negative 5-bar return; High quality trading window; 0DTE FAVORABLE (volatile),FAVORABLE,1.769002500156148,3.2072816429296154,1.25,167.8871822773192,0.9048440036893625,13,35,815,2025-01-07
2025-02-03 10:05:00-05:00,2025-02-03 10:20:00-05:00,SHORT,3.1432018128645938,1.8491208690171277,592.1,595.17,-129.40809438474662,SL,593.0,HIGH,Micro trend down; Price below VWAP; Negative 5-bar return; High quality trading window; 0DTE FAVORABLE (volatile); High IV (elevated volatility),FAVORABLE,,,,314.3201812864594,-0.4117078765197359,10,5,605,2025-02-03
2025-02-03 10:25:00-05:00,2025-02-03 15:30:00-05:00,LONG,3.239550072044743,2.847977892380732,596.405,598.745,-40.40721796640108,EOD,596.0,HIGH,Bullish trend; Micro trend up; Price above VWAP; Positive 5-bar return; High quality trading window; High IV (elevated volatility),FAVORABLE,3.082203579320435,2.850828721101834,1.25,323.9550072044743,-0.12473095666922906,10,25,625,2025-02-03
2025-02-21 10:00:00-05:00,2025-02-21 12:35:00-05:00,SHORT,2.517277860957412,4.559725194273824,608.22,604.77,204.24473333164119,TP,609.0,HIGH,Bearish trend; Micro trend down; Price below VWAP; Negative 5-bar return; High quality trading window,FAVORABLE,,,,251.7277860957412,0.811371428237801,10,0,600,2025-02-21
2025-02-21 13:30:00-05:00,2025-02-21 14:25:00-05:00,SHORT,1.8185998914741859,3.3113014257334044,602.135,599.88,149.27015342592185,TP,603.0,HIGH,Bearish trend; Micro trend down; Price below VWAP; Negative 5-bar return; High quality trading window,FAVORABLE,,,,181.8599891474186,0.8207971095001061,13,30,810,2025-02-21
2025-02-21 14:25:00-05:00,2025-02-21 15:15:00-05:00,SHORT,1.1489183084851644,0.6549015346448213,599.88,600.3,-50.651677384034315,SL,600.0,HIGH,Bearish trend; Micro trend down; Price below VWAP; Negative 5-bar return; Afternoon breakout window - boosted confidence,FAVORABLE,1.210598291433712,0.6542472873574638,1.25,114.89183084851643,-0.4408640458590826,14,25,865,2025-02-21
2025-02-27 10:00:00-05:00,2025-02-27 10:15:00-05:00,SHORT,2.500151650713653,1.4430886383340464,591.85,594.575,-105.70630123796066,SL,592.0,HIGH,Bearish trend; Micro trend down; Price below VWAP; Negative 5-bar return; High quality trading window,FAVORABLE,,,,250.0151650713653,-0.422799557809973,10,0,600,2025-02-27
2025-02-27 14:15:00-05:00,2025-02-27 14:30:00-05:00,SHORT,1.6486862330327967,3.8748619497952803,592.36,589.32,221.36757167624836,TP,593.0,HIGH,Bearish trend; Micro trend down; Price below VWAP; Negative 5-bar return; Afternoon breakout window - boosted confidence,FAVORABLE,1.737196389055157,3.870990958836444,1.25,164.86862330327966,1.3426907269616584,14,15,855,2025-02-27
2025-02-28 10:05:00-05:00,2025-02-28 12:40:00-05:00,LONG,3.5238277402317917,1.9088743687943293,586.62,585.26,-161.49533714374624,SL,586.0,HIGH,Micro trend up; Price above VWAP; Positive 5-bar return; High quality trading window; 0DTE FAVORABLE (volatile); High IV (elevated volatility),FAVORABLE,,,,352.3827740231792,-0.4582952092122509,10,5,605,2025-02-28
2025-02-28 13:55:00-05:00,2025-02-28 14:15:00-05:00,SHORT,1.7892236967955728,0.8783371761400929,583.725,585.76,-91.08865206554799,SL,584.0,HIGH,Bearish trend; Micro trend down; Price below VWAP; Negative 5-bar return; Afternoon transition (1:45-2:15) - reduced confidence; 0DTE FAVORABLE (volatile); High IV (elevated volatility),FAVORABLE,,,,178.92236967955728,-0.5090959404834849,13,55,835,2025-02-28
